Size, Diameter, Width, Rim_Range, Measured_Rim, Tread_Depth, Load_Range, Max_Load(lbs), Max_psi, Weight(lbs), Revs/Mile
185R14, 25.7", 7.3", 5-6", 5.5", 11/32", C, 1600, 50, 23, 808
185R14, 25.7", 7.1", 5-6", 5.5", 11/32", D, 1850, 65, 24, 809
LT 195/75R14, 25.8", 7.4", 5-6", 5.5", 11/32", D, 1710, 65, 23, 808
