Size, Diameter, Width, Rim_Range, Measured_Rim, Tread_Depth, Load_Range, Max_Load(lbs), Max_psi, Weight(lbs), Revs/Mile
255/55R18, 29", 10.4", 7-9", 8", 10/32", XL, 2271, 51, 33, 715
255/50R19, 29", 10.4", 7-9", 8", 10/32", XL, 2149, 51, 41, 716
255/50R19, 29.1", 10.4", 7-9", 8", 10/32", XL, 2149, 51, 40, 712
285/45R19, 29", 11.2", 9-10.5", 9.5", 10/32", XL, 2403, 51, 43, 716
285/45R19, 29", 11.2", 9-10.5", 9.5", 10/32", XL, 2403, 51, 42, 716
